id,name,host_id,host_name,neighbourhood_group,neighbourhood,latitude,longitude,room_type,price,minimum_nights,number_of_reviews,last_review,reviews_per_month,calculated_host_listings_count,availability_365,number_of_reviews_ltm,license
34854,"Ku'damm-Nähe,sonnig,ruhig,Balkon",145583,Christian,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49546,13.30858,Entire home/apt,60,92,1,2024-05-31,1,2,235,1,
37004,WONDERFUL ROOM for a bubble in Berlin Central,159734,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.49376,13.36408,Private room,61,9,36,2024-04-03,0.21,1,11,4,07/Z/AZ/005813-18
37554,More central+calm it won´t get !!,161823,Iván,Mitte,Regierungsviertel,52.50906,13.39374,Entire home/apt,19,95,8,2018-06-04,0.08,1,1,0,
37836,Weekend in Berlin Party Center - II,272316,Desiree,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.4987,13.44041,Private room,89,2,205,2022-03-31,1.21,1,21,0,02/Z/AZ/014158-21
41217,Beautiful room,179110,Bn,Pankow,Prenzlauer Berg Südwest,52.5378,13.41287,Private room,,92,70,2017-10-08,0.42,1,0,0,
42809,The Berlin Artist Apartment.,186851,Tina,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51099,13.45642,Entire home/apt,220,90,200,2023-12-13,1.23,1,208,1,02/Z/RA/012660-20
44423,Lovely accommodation in Berlin,194957,Robert,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.50943,13.45458,Private room,,82,105,2019-01-11,0.63,1,0,0,02/Z/AZ/008330-18
47227,1-Zimmer Wohnung in Berlin-Neukölln,183337,Violeta,Neukölln,Reuterstraße,52.49442,13.4246,Entire home/apt,,92,0,,,1,87,0,
47938,Lovely 2 BR flat in Prenzlauer Berg,218479,Laura,Pankow,Prenzlauer Berg Südwest,52.53197,13.41994,Entire home/apt,,5,40,2020-07-20,0.24,1,0,0,03/Z/RA/003442-18
55853,Hauptstadt-Domizil,264072,Britta,Charlottenburg-Wilm.,Neue Kantstraße,52.50469,13.29409,Entire home/apt,60,100,20,2024-01-01,0.15,1,145,2,
57049,130 sqm with a view on Mauer Park,54283,Marine,Pankow,Prenzlauer Berg Nordwest,52.54758,13.40632,Entire home/apt,290,3,129,2024-06-17,0.78,3,99,15,03/Z/RA/003544-18
62613,Super Apartment in Berlin/Kreuzberg,227954,Guidi,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49612,13.42306,Entire home/apt,100,4,33,2024-04-07,0.20,1,219,6,02/Z/AZ/011099-19
64014,"Rooftop apt w/ a view, 2 bedrooms/bathrooms, sauna",312896,Stephan,Mitte,Brunnenstr. Nord,52.54059,13.40301,Entire home/apt,179,3,16,2023-07-29,0.10,1,292,1,01/Z/RA/013285-21
64245,Room w/ balcony and private bathroom in nice area,312373,Christian,Pankow,Prenzlauer Berg Nordwest,52.54994,13.406019,Private room,78,2,111,2024-06-02,0.70,1,6,19,03/Z/AZ/006799-21
64590,Direkt am Kanal! Tolle Wohnung mit Balkon,315681,Mirjam,Neukölln,Reuterstraße,52.49337,13.42555,Entire home/apt,127,6,77,2024-05-23,0.50,1,21,17,08/Z/RA/014104-24
68448,Quiet studio in Prenzlauer Berg near Mauerpark,163384,Alan & Kasia StayBearlin,Pankow,Prenzlauer Berg Nord,52.55004,13.41518,Entire home/apt,152,3,399,2024-06-05,2.51,9,207,33,"Legal entity name and Legal form: StayBearlin <br/>Legal representatives or Trade register number: Alan Connaughton <br/> Entity address: Grellstraße 34, 10409, Berlin, Deutschland <br/>Listing address: Wichertstraße 68, Seitenflügel links, EG, 10439, Berlin, Deutschland"
69780,Apartment in Prenzlauer Berg,55531,Chris + Oliver,Pankow,Prenzlauer Berg Nordwest,52.5488,13.40425,Entire home/apt,106,150,1,2023-09-23,0.11,4,17,1,
72079,"Italian Design at Kudamm ,WiFi DSL free",261488,P. Charlotte,Charlottenburg-Wilm.,Kantstraße,52.5078,13.31867,Entire home/apt,123,3,90,2024-05-31,0.66,1,294,20,04/Z/ZA/003139-16
80843,Berlin City Studio,437628,Oliver,Charlottenburg-Wilm.,Schmargendorf,52.48074,13.28903,Entire home/apt,148,2,167,2024-06-01,1.04,2,35,20,04/Z/ZA/004240-16
81081,Beautiful Prenzlauer Berg Apt,425899,Bernd+Katja :-),Pankow,Prenzlauer Berg Nord,52.55064,13.41466,Entire home/apt,,3,404,2024-06-19,2.52,1,7,26,03/Z/ZA/002447-16
83614,Spacious Prenzlauer Berg Apartment in Quiet Street,456085,Louis,Pankow,Helmholtzplatz,52.54720260822955,13.416090488433827,Entire home/apt,520,2,387,2024-06-06,2.40,2,312,14,03/Z/RA/007628-22
85560,Apartment 1 in Berlin,451311,Ruth,Mitte,Alexanderplatz,52.53036,13.38137,Entire home/apt,110,3,172,2024-05-06,1.54,1,231,34,01/Z/ZA/004234-16
86090,spacious and cozy living in PrenzlBerg,472567,Alexandra,Pankow,Prenzlauer Berg Nord,52.54715,13.42657,Entire home/apt,199,3,278,2024-06-16,1.75,4,115,46,03/Z/AZ/004499-19
86514,"Apartment in the heart of Berlin, Kreuzberg",464827,Hayley,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49986,13.44201,Entire home/apt,51,92,44,2019-01-01,0.28,1,171,0,
89102,Bright loft in the Kastanienallee,485838,Michele,Pankow,Prenzlauer Berg Südwest,52.54048,13.41087,Entire home/apt,126,4,68,2023-09-18,0.43,4,24,3,03/Z/RA/006066-21
102882,STORAGE APARTMENT URBAN,86173,Sebastian,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.48924,13.42371,Entire home/apt,521,3,104,2017-04-16,0.66,2,173,0,"Legal entity name and Legal form: storage apartments UG <br/>Legal representatives or Trade register number: sebastian poetter <br/> Entity address: sonnenallee 63, 12045, berlin, deutschland  <br/>Listing address: sonnenallee 63, fabrikgebäude, 12045, berlin, deutschland "
115576,Bed and Garden,584750,Axel,Pankow,Blankenfelde/Niederschönhausen,52.58178,13.3962,Entire home/apt,90,2,39,2024-06-17,0.30,1,281,15,03/Z/ZA/001284-16
117649,F43 - your base for Berlin,594164,Ralph&Maria,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49989,13.4448,Entire home/apt,68,92,82,2020-04-30,0.52,1,131,0,
127708,Design Jewel in the midst of MITTE!,632174,Stéphanie,Mitte,Alexanderplatz,52.52536,13.40488,Entire home/apt,109,2,691,2024-06-07,4.50,6,225,58,01/Z/AZ/008752-18
135097,Near KaDeWe & Kurfürstendamm,662534,Bernd,Tempelhof - Schöneberg,Schöneberg-Nord,52.49944,13.34685,Entire home/apt,122,1,304,2024-06-01,1.93,1,206,6,07/Z/ZE/003727-17
145249,Private Wing in Penthouse - Bedroom Bath & Terrace,1853661,Kirk,Friedrichshain-Kreuzberg,Frankfurter Allee Nord,52.51604,13.46059,Private room,91,2,165,2024-06-16,1.14,1,3,18,02/Z/AZ/016832-23
147339,Lovely apartment - central - quiet,712073,Gerhard,Tempelhof - Schöneberg,Schöneberg-Süd,52.48033,13.3609,Entire home/apt,100,4,293,2024-06-08,1.87,1,254,24,07/Z/RA/005709-18
151249,"Private home, quiet, terrasse, cats,",728298,Ju,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49681,13.41758,Entire home/apt,70,2,25,2024-05-19,0.25,1,187,5,02/Z/AZ/017580-23
162111,"Sunny, cosy room + holland bicycle!",775103,Verena,Neukölln,Rixdorf,52.47705,13.44574,Private room,,4,74,2023-10-01,0.48,1,0,3,08/Z/AZ/007151-19
163287,"Very nice apartment, Bergmann area",779623,Stefano,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49295,13.39657,Entire home/apt,,150,71,2016-04-30,0.45,2,9,0,
163411,Ample parkside apartment Kreuzberg,779213,Jutta,Friedrichshain-Kreuzberg,südliche Luisenstadt,52.49919,13.43648,Entire home/apt,130,5,43,2024-04-01,0.28,1,50,9,02/Z/RA/008798-18
164475,Sunny Room in Beautiful Apartment in Kreuzberg,784423,Patrick,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50266,13.43547,Private room,45,26,31,2024-06-03,0.25,2,64,10,"First name and Last name: Nik Patrick Flynn <br/> Contact address: Eisenbahnstr 15, 10997, Berlin, Berlin <br/>Listing address: Eisenbahnstr 15, 10997, Berlin, Berlin"
168615,STAYINTOWN - Apartment in Berlin,803717,Dirk,Pankow,Blankenburg/Heinersdorf/Märchenland,52.58045,13.44398,Entire home/apt,56,3,27,2024-06-18,0.19,1,263,9,03/Z/AZ/004644-19
173153,Beautiful flat 95m² in Berlin Mitte,826546,Wolfgang,Mitte,Alexanderplatz,52.52889,13.40726,Entire home/apt,80,92,33,2017-10-30,0.21,1,180,0,
174391,BERLIN The most central!,833209,Julija,Mitte,Brunnenstr. Süd,52.52959,13.39763,Private room,,92,0,,,1,0,0,
174547,Berlin City Apartment 1with WiFi,833995,Ilona,Mitte,Alexanderplatz,52.51107,13.41645,Entire home/apt,,365,31,2016-10-02,0.20,4,0,0,
174560,"2 apartment in Berlin Center, WiFi",833995,Ilona,Mitte,Alexanderplatz,52.51112,13.41596,Entire home/apt,,365,53,2016-10-01,0.36,4,0,0,
174576,Berlin City Suite 3 mit W-Lan,833995,Ilona,Mitte,Alexanderplatz,52.51101,13.41584,Entire home/apt,,365,40,2016-10-02,0.27,4,0,0,
174579,Berlin City Studio 4 mit W-Lan,833995,Ilona,Mitte,Alexanderplatz,52.50898,13.41535,Entire home/apt,,365,79,2016-09-23,0.52,4,0,0,
176342,11C Landmark/Checkpoint Charlie/120m2/2BATH/3BR,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50254,13.39134,Entire home/apt,771,3,110,2024-05-31,0.93,3,293,15,02/Z/NA/002627-16
176355,11A Landmark/Checkpoint Charlie/110m2/2BATH/2BR,843326,Nino,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50254,13.39134,Entire home/apt,730,3,81,2024-05-26,0.53,3,319,12,02/Z/NA/002625-16
179102,The Special Place,857327,Alke,Pankow,Pankow Zentrum,52.57051,13.39872,Entire home/apt,300,2,181,2024-06-16,1.19,2,305,17,"First name and Last name: Alke Matzat <br/> Contact address: Wilhelm Kuhr Str 5, 13187, Berlin, Berlin <br/>Listing address: Wilhelm Kuhr Str 5, 13186, Berlin, Berlin"
180440,CITY STUDIO WEST@ Kurfürstendamm(monthly discount),864399,Samuel,Charlottenburg-Wilm.,Neue Kantstraße,52.499,13.30171,Entire home/apt,,92,29,2024-04-30,0.20,1,122,1,
181160,Berliner Flair. . .,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.4935,13.42134,Private room,61,2,609,2024-06-14,3.88,2,64,56,"First name and Last name: Frank Siegfried Schoppmeier <br/> Contact address: Schönleinstraße 33, 10967, Berlin, Berlin <br/>Listing address: Schönleinstraße 33, 10967, Berlin, Berlin"
182816,Cozy 90sqm in Prenzlauer Berg,876754,Alexander,Pankow,Helmholtzplatz,52.54185,13.42415,Entire home/apt,,92,3,2023-01-19,0.02,1,0,0,
183988,modern & bright Apartment +parking @Kurfürstendamm,882801,Minel,Charlottenburg-Wilm.,Neue Kantstraße,52.50001,13.30349,Entire home/apt,,2,585,2024-06-02,3.86,1,315,38,04/Z/ZA/004232-16
186663,Apartment Berlin TW Mexikoplatz,897302,Paul,Steglitz - Zehlendorf,Zehlendorf  Nord,52.4343,13.23037,Entire home/apt,100,183,15,2016-05-16,0.10,4,364,0,
186851,"CasaKaiser, 2 room apartment",898345,Susanne,Tempelhof - Schöneberg,Schöneberg-Nord,52.49281,13.34951,Entire home/apt,45,93,58,2023-10-31,0.40,1,37,1,
188922,Stay in Prenzlauerberg Berlin !,910884,Kristian,Pankow,Prenzlauer Berg Südwest,52.53243,13.41645,Entire home/apt,,92,13,2014-08-28,0.08,1,0,0,
189288,Townhouse Altenescher Weg,907038,Katarina-Susanne,Pankow,Prenzlauer Berg Ost,52.53822,13.45771,Entire home/apt,120,3,103,2024-05-26,0.69,1,271,7,11/3/38/710130-07
190448,Modernes Studioapartment Berlin,920085,Ursula,Neukölln,Buckow Nord,52.43973,13.46044,Entire home/apt,64,3,69,2024-05-25,0.47,2,223,17,"First name and Last name: ursula Burde <br/> Contact address: Trappenpfad 35, 12351, Berlin, Berlin <br/>Listing address: Trappenpfad 35, 12351, Berlin, Berlin"
191023,2-Room-Apartment in Berlin-Mitte,923408,Anne,Mitte,Alexanderplatz,52.51398,13.40711,Private room,,93,40,2018-08-16,0.33,1,0,0,
192050,Perfect for 5 + WLAN near (URL HIDDEN),929861,Mandy,Pankow,Pankow Süd,52.57243,13.42076,Entire home/apt,,200,30,2020-09-30,0.20,2,89,0,
192499,Berliner Flair,868282,Frank,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49187,13.42091,Private room,70,2,656,2024-06-16,4.19,2,65,41,"First name and Last name: Frank Siegfried Schoppmeier <br/> Contact address: Schönleinstraße 33, 10967, Berlin, Berlin <br/>Listing address: Schönleinstraße 33, 10967, Berlin, Berlin"
193601,"Well located, cozy 2 rooms apartment, all close by",939230,Nana M,Pankow,Pankow Süd,52.55527,13.42104,Entire home/apt,,92,0,,,1,0,0,
194374,Cottage in the city with garden,943996,Monika,Lichtenberg,Karlshorst,52.4766,13.50838,Entire home/apt,100,5,64,2023-12-27,0.42,7,293,3,11/Z/ZE/001087-16
194465,Beautiful Loft-Studio with garden,944530,Christian,Friedrichshain-Kreuzberg,Karl-Marx-Allee-Nord,52.52023,13.44703,Entire home/apt,,3,248,2024-06-08,1.61,1,15,17,02/Z/AZ/019005-24
195413,Residential floor space in Mexicopl,897302,Paul,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43399,13.23025,Entire home/apt,250,183,9,2016-07-10,0.06,4,364,0,
198239,Fanstastic Studio Loft in Kreuzberg,868242,Happy Vegan,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.50301,13.41506,Entire home/apt,,92,106,2021-10-04,0.79,1,0,0,
198584,"Oriental Style Room, Kudamm / Zoo",969532,Wendy,Charlottenburg-Wilm.,Düsseldorfer Straße,52.49713,13.32525,Private room,38,14,12,2020-02-16,0.10,2,173,0,04/Z/AZ/008076-18
200125,TOP apartment in art nouveau villa,977942,Rainer,Steglitz - Zehlendorf,Zehlendorf  Nord,52.43704,13.22343,Entire home/apt,,60,0,,,1,0,0,06/Z/NA/001878-16
205296,4* apartment in quiet south Berlin,1009105,Gisela,Neukölln,Rudow,52.41363,13.50172,Entire home/apt,100,5,3,2021-08-30,0.05,1,349,0,08/Z/NA/004045-16
206021,"Nice sunny room ,Central area...you",467895,Ursula,Charlottenburg-Wilm.,Mierendorffplatz,52.52349,13.2979,Private room,,92,8,2019-09-22,0.11,1,0,0,
207740,Schicke Garten-Maisonette in Kreuzberg,1022663,Vanessa,Friedrichshain-Kreuzberg,nördliche Luisenstadt,52.50035,13.43736,Entire home/apt,,7,12,2019-07-20,0.14,1,0,0,02/Z/RA/008970-18
208495,CENTRAL VINTAGE-MODERN FLAT,965569,Coco,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51399,13.46324,Entire home/apt,,92,0,,,1,0,0,
212379,Charming Apartment in Berlin Prenzlauerberg,1095355,Michael,Pankow,Prenzlauer Berg Südwest,52.53932,13.41451,Entire home/apt,190,2,12,2024-06-16,0.08,1,19,8,03/Z/RA/009027-24
212470,furnished room in beautiful old app,1095682,Philipp,Friedrichshain-Kreuzberg,Tempelhofer Vorstadt,52.49757,13.38215,Private room,,92,4,2019-04-21,0.06,1,0,0,
214518,Chimaysaberlin Front Room Double Bed,156897,Helen,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.5189,13.3009,Private room,41,3,81,2024-06-21,0.57,1,208,25,"First name and Last name: Helen Wong <br/> Contact address: Lohmeyerstr. 25, 10587, Berlin, Germany <br/>Listing address: Lohmeyerstr. 25, 10587, Berlin, Germany"
220445,Apt. Near Charlottenburg Palace,1142834,Detlef,Charlottenburg-Wilm.,Mierendorffplatz,52.52545,13.29847,Entire home/apt,55,30,38,2024-03-26,0.28,1,233,5,04/Z/ZA/005063-16
221015,clean calm cosy central Berlin Wedding apartment,1146238,Arzu & Tom,Mitte,Wedding Zentrum,52.54223,13.35284,Entire home/apt,,6,635,2024-06-18,4.10,2,1,36,01/Z/AZ/013215-21
222784,Quiet-central-sunlit-separated kitchen-long term,1156924,Camilla,Mitte,Moabit West,52.52875,13.34062,Entire home/apt,49,92,209,2023-12-23,1.37,2,272,1,
229099,Nice room near airport Berlin BER,1196119,Hannes,Treptow - Köpenick,Altglienicke,52.40484,13.53339,Private room,48,1,442,2024-06-16,2.93,1,17,41,09/Z/AZ/001991-19
229348,Excl. Studio A Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.52067184448242,13.341280937194824,Entire home/apt,101,5,152,2024-06-11,0.99,2,288,30,01/Z/NA/004723-16
229363,Excl. Studio B Mitte/Hansaviertel,1195177,Annika,Mitte,Moabit Ost,52.52147674560547,13.342495918273926,Entire home/apt,103,5,109,2024-06-03,0.77,2,287,29,01/Z/NA/004722-16
229776,Cosy room in Mitte / Rosenthaler Platz,956350,Arne,Mitte,Alexanderplatz,52.52861,13.40527,Private room,55,3,303,2024-06-17,1.96,1,12,57,01/Z/AZ/011800-20
230611,4 bedroom holiday house Berlin,1205340,Christine,Tempelhof - Schöneberg,Lichtenrade,52.39095,13.39185,Entire home/apt,96,92,7,2021-11-30,0.05,1,242,0,
233083,2-bed-loft-dwelling designers flat,1219893,Katharina,Charlottenburg-Wilm.,Neue Kantstraße,52.50587,13.29551,Entire home/apt,105,92,40,2023-01-21,0.26,1,294,0,
237670,Apartment Burde 2,920085,Ursula,Neukölln,Buckow Nord,52.44127,13.46116,Entire home/apt,55,4,60,2024-05-14,0.57,2,167,7,"First name and Last name: Ursula Burde <br/> Contact address: Trappenpfad 35, 12351, Berlin, Berlin <br/>Listing address: Trappenpfad 35, 12351, Berlin, Berlin"
238396,"Within the city, calm and leafy",1250154,Henrik,Pankow,Prenzlauer Berg Südwest,52.53218,13.41571,Entire home/apt,120,3,653,2024-06-01,4.25,3,108,56,"First name and Last name: Henrik Noé <br/> Contact address: Strassburger Strasse 16, 10405, Berlin, Deutschland <br/>Listing address: Strassburger Strasse 16, 10405, Berlin, Deutschland"
242794,Elegant renovated apartment 72 m2,1274606,Mario,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51367,13.45527,Entire home/apt,165,2,95,2024-06-08,0.64,1,207,12,02/Z/ZA/005795-17
242908,Holiday Apartment in Berlin Wannsee with balcony,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41643,13.16445,Entire home/apt,89,5,2,2022-04-03,0.07,3,273,0,"First name and Last name: Vermietung Wulff / Stephan GbR (Negativ Attest liegt vor) <br/> Contact address: Bismarckstrasse 35, 14109, Berlin, Deutschland <br/>Listing address: Bismarckstrasse 35, 14109, Berlin, Deutschland"
242927,Holiday Rental in Berlin Wannsee,1275359,Henning,Steglitz - Zehlendorf,Zehlendorf  Südwest,52.41618,13.16461,Entire home/apt,85,5,2,2021-07-24,0.03,3,262,0,"First name and Last name: Vermietung Wulff / Stephan GbR (Negativ Attest liegt vor) <br/> Contact address: Bismarckstrasse 35, 14109, Berlin, Deutschland <br/>Listing address: Bismarckstrasse 35, 14109, Berlin, Deutschland"
242978,Exclusive one-bedroom apartment,1275576,Thomas,Mitte,Moabit West,52.52826,13.33044,Entire home/apt,92,2,248,2024-06-08,1.77,6,177,43,01/Z/NA/004607-16
243057,"Dach-Apartement ""Blueberry Hill""  in Berlin-Mitte",1275795,Arne & Ute,Mitte,Moabit West,52.53094,13.33453,Entire home/apt,205,5,56,2024-05-06,0.50,1,316,6,01/Z/AZ/013210-21
243063,Holiday apartment in Berlin Mitte,1275846,Anna,Mitte,Alexanderplatz,52.52779,13.39108,Entire home/apt,200,2,397,2024-06-06,2.72,2,44,45,01/Z/NA/004920-16
243081,"Living with style, apartment 2",1275846,Anna,Mitte,Brunnenstr. Süd,52.52983,13.39275,Entire home/apt,220,1,346,2024-06-06,2.35,2,46,25,01/Z/NA/004921-16
243238,Blue Jewel in Green Borough,1276585,Katharina,Treptow - Köpenick,Johannisthal,52.44612,13.49829,Entire home/apt,85,2,213,2024-06-13,1.88,1,291,39,09/Z/RA/001624-18
245744,Apartment in central Berlin,1289259,Martina Ellen,Mitte,Regierungsviertel,52.52024,13.3907,Entire home/apt,267,4,178,2024-06-05,1.18,1,270,19,01/Z/AF/001215-14
245827,2-bedroom apartment Mitte,1289393,Hille,Mitte,Regierungsviertel,52.50974,13.39971,Entire home/apt,140,3,119,2019-12-25,0.84,1,345,0,01/Z/NA/006511-17
250007,Exotic holiday apartment in Berlin,1310272,Jörg,Tempelhof - Schöneberg,Schöneberg-Nord,52.49512,13.35251,Entire home/apt,79,2,313,2024-06-17,2.16,1,165,51,07/Z/ZE/004430-17
250253,Apartment: Luise in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,130,3,82,2024-06-08,0.67,4,22,18,04/Z/AF/000663-14
250376,Enchanting 142m²(1530 ft²)  Loft/Room in F'Hain,1312190,Davide,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51247,13.45385,Private room,,2,110,2024-06-15,0.72,2,336,4,02/Z/RA/012757-20
250687,Cherusker,1310866,Ashraf,Tempelhof - Schöneberg,Schöneberg-Süd,52.48471,13.35982,Entire home/apt,,3,115,2024-05-11,0.79,2,0,17,07/Z/ZA/001795-16
250704,Holiday Apartment with Garden,1314462,Andreas Otto Rüdiger,Tempelhof - Schöneberg,Marienfelde,52.42191,13.37495,Entire home/apt,72,5,58,2024-06-09,0.47,1,281,10,07/Z/ZA/000980-15
250707,Apartment: Friederike in Berlin,1311309,Ute,Charlottenburg-Wilm.,Otto-Suhr-Allee,52.51792,13.30729,Entire home/apt,90,28,43,2024-06-07,0.32,4,22,18,04/Z/AF/000662-14
250729,Apartment: Grazer Gärten in Berlin,1311309,Ute,Tempelhof - Schöneberg,Friedenau,52.47013,13.34851,Entire home/apt,115,28,41,2024-05-07,0.46,4,24,16,07/Z/ZA/002442-16
250753,Apartment: Großer Kurfürst,1311309,Ute,Mitte,Tiergarten Süd,52.49953,13.36546,Entire home/apt,,28,76,2024-06-01,0.96,4,8,16,01/Z/NA/003813-15
250871,"Berlin, big 1-room-apartment!",386940,Elisabeth,Tempelhof - Schöneberg,Schöneberg-Süd,52.48538,13.34681,Entire home/apt,64,4,42,2024-05-17,0.35,1,166,14,07/7/NA/001616-16
251398,Modern Room in a nice Environment,1318500,Renate,Spandau,Heerstraße Nord,52.51432,13.17765,Private room,,1,77,2024-04-27,0.53,1,0,12,05/Z/AZ/007195-19
251406,2 Room I 56 m² I Comfort I Balcony,1023063,Raja Jooseppi,Mitte,Brunnenstr. Süd,52.53703,13.39735,Entire home/apt,129,3,47,2024-02-25,0.33,9,200,9,01/Z/NA/003421-15
251423,2-room I 50 m² I Comfort I Balcony,1023063,Raja Jooseppi,Mitte,Brunnenstr. Nord,52.53867,13.39712,Entire home/apt,119,3,38,2024-05-05,0.26,9,273,19,01/Z/NA/003420-15
251486,I 2 Room I 41 m²  I Balcony,1023063,Raja Jooseppi,Mitte,Brunnenstr. Süd,52.53667,13.39505,Entire home/apt,119,3,76,2024-05-26,0.52,9,246,29,01/Z/ZA/006181-16
251493,2-room I 41 m²  I Terrace > Mitte,1023063,Raja Jooseppi,Mitte,Brunnenstr. Nord,52.53881,13.39654,Entire home/apt,119,3,44,2024-05-23,0.30,9,237,18,01/Z/ZA/006180-16
251984,Coming Home In The Heart Of Berlin,1321934,Thérèse,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.5008,13.38847,Private room,110,3,49,2024-04-08,0.52,1,41,3,02/Z/AZ/018856-24
252967,Pension am Traveplatz Zimmer 1,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,35,92,40,2018-10-14,0.27,2,170,0,
252993,Pension am Traveplatz Zimmer 2,1328326,Wolfram,Friedrichshain-Kreuzberg,Frankfurter Allee Süd FK,52.51182,13.47093,Private room,,92,174,2020-01-01,1.19,2,0,0,
254788,Cosy Flat in Kreuzberg 36!,1171000,Bernardo,Friedrichshain-Kreuzberg,Südliche Friedrichstadt,52.49738,13.41322,Entire home/apt,60,95,104,2024-05-12,0.69,2,293,2,
